XB,FWMJ,CZMJ,YZJ,FWMJ.1,FWZJ,SFAJ,Age,RentType,BuyerAge,MonthlyRentUnitArea,In_Province,In_City,Label
0,104.17,104.17,2000.0,92.88,1051827.8,0.0,40,1.0,38,19.19938561966017,1,0,0
0,87.03,87.03,800.0,89.25,809595.68,1.0,33,1.0,31,9.192232563483856,1,0,0
1,82.95,82.95,2300.0,89.91,1198000.0,1.0,38,1.0,36,27.727546714888486,0,0,0
0,344.63,344.63,5000.0,179.73,2117875.0,1.0,44,1.0,42,14.508313263499986,0,0,0
1,46.96,46.96,833.0,105.04,886380.0,1.0,29,1.0,27,17.738500851788757,1,0,0
1,46.65,46.65,800.0,128.92,2223420.0,0.0,41,1.0,36,17.14898177920686,1,0,0
0,74.15,74.15,1600.0,128.41,2224280.0,1.0,36,1.0,33,21.57788267026298,1,0,0
0,43.28,43.28,1200.0,138.19,3980000.0,1.0,29,1.0,24,27.726432532347506,1,0,0
0,78.37,78.37,2100.0,136.82,2233784.0,1.0,32,1.0,31,26.795967844838582,1,0,0
1,71.15,71.15,1200.0,85.75,654311.0,1.0,31,1.0,28,16.865776528460998,1,0,0
1,103.65,103.65,2000.0,79.48,396742.0,1.0,37,1.0,36,19.29570670525808,1,0,0
0,51.8,51.8,1500.0,121.44,1850383.55,1.0,32,1.0,30,28.95752895752896,1,0,0
0,119.83,119.83,1200.0,110.97,1351315.0,0.0,46,1.0,43,10.01418676458316,1,0,0
0,115.54,35.0,500.0,78.36,460437.0,1.0,51,0.0,47,14.285714285714286,1,1,0
0,79.12,79.12,1650.0,81.05,713159.0,1.0,28,1.0,26,20.854398382204245,1,0,0
1,147.16,147.16,1600.0,79.94,422208.0,0.0,37,1.0,33,10.872519706441969,1,0,0
0,124.4,124.4,950.0,119.13,723416.0,1.0,32,1.0,30,7.636655948553054,1,1,0
1,139.16,15.0,500.0,138.25,800000.0,1.0,27,0.0,24,33.333333333333336,1,0,0
1,70.68,70.68,1600.0,74.14,1277285.0,1.0,32,1.0,29,22.63723825693265,1,0,0
0,88.77,88.77,1200.0,129.2,1280000.0,0.0,31,1.0,27,13.518080432578577,1,0,0
0,69.92,12.0,500.0,99.02,939828.0,1.0,36,0.0,32,41.66666666666666,1,0,0
0,55.83,55.83,1500.0,179.99,3023092.0,1.0,35,1.0,31,26.867275658248253,0,0,0
1,50.98,50.98,1800.0,76.17,655657.0,1.0,53,1.0,52,35.307963907414674,1,0,0
0,131.13,131.13,2100.0,128.23,1485482.0,1.0,28,1.0,27,16.01464195836193,0,0,0
0,170.56,170.56,583.0,90.6,386924.0,1.0,33,1.0,31,3.4181519699812384,1,1,0
1,119.52,23.0,1400.0,88.39,1690000.0,1.0,44,0.0,41,60.869565217391305,1,1,0
1,71.62,71.62,1000.0,122.02,1100000.0,0.0,37,1.0,33,13.962580284836635,1,0,0
1,47.18,47.18,1000.0,64.0,648000.0,1.0,33,1.0,30,21.1954217888936,1,0,0
0,61.75,61.75,1300.0,104.04,1912858.0,1.0,28,1.0,26,21.05263157894737,1,0,0
0,43.19,43.19,972.3333333333334,86.09,1138000.0,1.0,38,1.0,34,22.512927375164008,1,0,0
1,60.21,60.21,600.0,54.28,400000.0,1.0,48,1.0,45,9.965122072745393,1,0,0
0,774.36,10.0,166.0,70.74,256786.0,1.0,38,0.0,34,16.6,1,0,0
1,40.38,40.38,1000.0,129.65,3479286.0,1.0,43,1.0,39,24.764735017335312,1,0,0
0,70.66,20.0,800.0,92.13,1663431.0,1.0,28,0.0,27,40.0,1,0,0
1,105.62,105.62,2000.0,85.29,1117400.0,1.0,38,1.0,34,18.935807612194655,1,0,0
1,81.35,81.35,800.0,95.62,619589.0,1.0,34,1.0,33,9.834050399508298,1,0,0
1,106.7,50.0,500.0,83.84,900000.0,1.0,32,0.0,27,10.0,1,0,0
0,71.23,71.23,800.0,106.4,1446000.0,1.0,38,1.0,36,11.231222799382282,0,0,0
1,61.74,61.74,1500.0,65.89,1750000.0,1.0,28,1.0,24,24.295432458697764,1,0,0
1,198.72,198.72,566.6666666666666,108.18,720000.0,1.0,33,1.0,29,2.8515834675254967,1,0,0
0,94.7,30.0,750.0,87.05,1580000.0,1.0,26,0.0,24,25.0,1,0,0
0,121.17,121.17,2000.0,115.08,2268367.0,1.0,31,1.0,28,16.505735743170753,1,0,0
1,77.32,77.32,2500.0,119.56,1830667.92,1.0,28,1.0,24,32.33316088980859,1,0,0
1,46.52,46.52,1000.0,137.19,1906901.58,1.0,42,1.0,40,21.496130696474637,0,0,0
0,52.0,52.0,1300.0,87.92,1420000.0,1.0,34,1.0,29,25.0,1,0,0
1,99.03,99.03,2200.0,89.23,538340.0,1.0,38,1.0,37,22.215490255478137,1,0,0
0,74.12,74.12,1150.0,123.11,1142411.0,1.0,32,1.0,28,15.51538046411225,1,0,0
1,71.19,18.0,800.0,84.99,1430000.0,1.0,28,0.0,24,44.44444444444444,1,0,0
1,135.5,9.0,960.0,111.17,1710247.4,1.0,33,0.0,31,106.66666666666669,0,0,0
1,58.88,58.88,1500.0,88.26,588621.0,1.0,35,1.0,34,25.475543478260867,1,1,0
0,137.73,15.23,1730.0,145.36,1450000.0,0.0,25,0.0,24,113.59159553512804,1,0,0
0,28.6,28.6,1666.0,71.65,399756.0,1.0,47,1.0,44,58.251748251748246,1,1,0
1,42.79,42.79,600.0,72.11,550000.0,1.0,35,1.0,31,14.021967749474175,1,0,0
0,109.53,109.53,1200.0,90.17,1165000.0,1.0,33,1.0,29,10.955902492467818,0,0,0
0,82.16,82.16,1200.0,106.33,1189620.0,1.0,41,1.0,39,14.605647517039923,1,0,0
0,94.56,7.9,1113.0,115.21,2150019.0,1.0,32,0.0,30,140.88607594936707,1,0,0
0,88.55,88.55,2000.0,87.81,350067.0,1.0,32,1.0,31,22.58610954263128,0,0,0
1,90.62,90.62,1800.0,118.46,2986304.34,1.0,37,1.0,33,19.863164864268374,0,0,0
0,82.86,20.0,600.0,44.29,200819.0,1.0,41,0.0,37,30.0,1,0,0
0,70.04,70.04,2100.0,71.49,1080000.0,1.0,31,1.0,27,29.98286693318104,0,0,0
0,97.02,38.0,500.0,93.21,1184513.0,1.0,28,0.0,26,13.157894736842104,1,0,0
1,68.11,68.11,920.0,107.16,733093.0,1.0,40,1.0,37,13.507561297900455,1,0,0
1,113.37,30.0,700.0,87.29,700000.0,0.0,37,0.0,34,23.33333333333333,1,0,0
0,89.96,20.0,700.0,132.41,1624072.0,1.0,26,0.0,24,35.0,1,0,0
0,36.91,36.91,2100.0,95.52,1533432.04,1.0,28,1.0,27,56.89515036575455,0,0,0
1,142.02,30.0,1000.0,77.82,752356.0,1.0,38,0.0,34,33.333333333333336,1,0,0
1,51.98,51.98,1400.0,83.81,470401.0,0.0,34,1.0,33,26.93343593689881,1,0,0
1,59.985,24.61,800.0,122.43,1150000.0,1.0,28,0.0,26,35.266940451745384,1,0,0
1,32.45,32.45,1100.0,122.51,1275930.0,1.0,40,1.0,36,33.89830508474576,1,0,0
1,59.080000000000005,46.053333333333335,583.3333333333334,148.38,1294912.0,1.0,28,0.6666666666666666,26,12.078537576167909,1,0,0
1,87.724,34.8,324.0,83.86,338614.0,0.0,52,0.0,49,9.511363636363637,1,1,0
1,48.53,48.53,600.0,74.85,1000000.0,0.0,39,1.0,35,12.3634865031939,1,0,0
1,142.02,15.0,1000.0,54.6,616975.0,1.0,59,0.0,58,66.66666666666667,1,0,0
1,88.65,12.8,1160.0,110.69,2387808.62,1.0,29,0.0,26,90.625,1,0,0
1,69.62,69.62,1200.0,80.92,850000.0,1.0,42,1.0,38,17.236426314277505,1,0,0
1,88.72,54.36,1400.0,90.77,431880.0,1.0,35,0.5,34,42.889990982867445,1,0,0
1,89.86,30.0,500.0,89.86,428213.0,0.0,55,0.0,54,16.666666666666668,1,0,0
0,127.23,20.0,1600.0,124.51,1074568.0,1.0,36,0.0,31,80.0,0,0,0
0,57.02,57.02,750.0,72.65,680000.0,1.0,30,1.0,26,13.153279551034723,0,0,0
1,82.77,82.77,1000.0,76.06,476563.0,1.0,36,1.0,33,12.081672103419114,1,0,0
1,71.53,71.53,1900.0,80.28,1390000.0,1.0,33,1.0,29,26.562281560184537,0,0,0
1,42.93,42.93,1200.0,98.74,1082783.0,1.0,28,1.0,27,27.95248078266946,1,0,0
0,165.41500000000002,62.92,333.5,164.21,3030000.0,1.0,37,0.5,35,5.3918475236505286,1,0,0
1,83.02,15.0,400.0,111.42,1253809.36,1.0,36,0.0,31,26.666666666666668,1,0,0
0,70.25,20.0,2270.0,106.88,3635174.0,1.0,37,0.0,34,113.5,0,0,0
1,59.65,18.0,200.0,71.0,600000.0,0.0,40,0.0,37,11.11111111111111,1,0,0
0,60.48,60.48,1500.0,107.6,1334331.0,1.0,36,1.0,33,24.801587301587304,1,0,0
0,65.45,65.45,1500.0,64.91,840000.0,1.0,36,1.0,32,22.918258212375857,1,0,0
1,109.79,8.8,1187.0,88.1,305000.0,0.0,33,0.0,31,134.88636363636363,1,1,0
0,73.87,73.87,1250.0,96.88,1307605.0,1.0,28,1.0,26,16.92161906051171,1,0,0
1,109.37,109.37,3300.0,134.31,3933561.1,1.0,40,1.0,38,30.172807899789703,0,0,0
0,138.05,92.15,1750.0,107.82,870302.0,1.0,50,0.5,46,36.27746390458255,1,0,0
0,75.48,75.48,2000.0,99.2,656350.0,0.0,36,1.0,35,26.49708532061473,1,0,0
0,64.02,64.02,300.0,56.85,600000.0,1.0,31,1.0,30,4.686035613870666,0,0,0
0,83.7,83.7,1000.0,113.06,1832701.0,1.0,33,1.0,31,11.947431302270012,1,0,0
0,194.38,30.0,800.0,87.55,1173170.0,1.0,31,0.0,27,26.666666666666668,1,0,0
0,100.39,100.39,1350.0,92.62,746101.0,1.0,31,1.0,27,13.064965572886926,1,0,0
0,149.53,149.53,2150.0,103.01,826233.0,1.0,40,1.0,39,14.37838560823915,1,0,0
1,96.58,96.58,1000.0,115.23,1402285.74,1.0,33,1.0,31,10.354110581901017,1,0,0
0,130.73,50.0,1200.0,114.23,794241.0,1.0,36,0.0,35,24.0,1,0,0
1,110.8,110.8,1550.0,164.0,1300000.0,0.0,28,1.0,24,14.060800156462005,0,0,0
0,122.46,122.46,3600.0,89.27,511783.0,1.0,36,1.0,32,29.39735423811857,1,0,0
1,147.37,147.37,1000.0,148.03,1015513.0,1.0,34,1.0,33,6.785641582411617,1,1,0
1,86.71,86.71,2000.0,111.09,1531043.0,1.0,33,1.0,31,23.06539038173221,1,0,0
1,90.84,13.0,1090.0,149.03,830000.0,1.0,37,0.0,34,83.84615384615384,0,0,0
1,61.31,61.31,850.0,98.04,1017367.0,1.0,37,1.0,33,13.863969988582612,1,0,0
0,88.53,88.53,5000.0,109.3,1059179.0,0.0,29,1.0,27,56.47803004631199,1,0,0
1,88.42,88.42,800.0,121.62,637446.0,1.0,53,1.0,49,9.047726758651889,1,0,0
0,90.21,15.0,500.0,104.6,680714.0,1.0,36,0.0,33,33.333333333333336,1,0,0
0,566.51,100.0,700.0,108.52,646182.0,1.0,28,0.0,26,7.0,1,0,0
0,95.82,30.0,400.0,72.61,790000.0,1.0,34,0.0,32,13.333333333333334,1,0,0
1,79.72,39.8,480.0,96.23,671606.0,1.0,41,0.0,39,12.06030150753769,1,0,0
1,70.64,70.64,1900.0,84.5,1298017.0,1.0,25,1.0,23,26.896942242355607,1,0,0
1,98.825,40.0,1800.0,92.09,773137.0,1.0,30,0.0,26,45.0,1,0,0
1,111.04,111.04,1000.0,121.61,1204255.0,1.0,34,1.0,30,9.005763688760807,1,1,0
0,98.02,30.0,700.0,81.34,489784.0,1.0,33,0.0,28,23.33333333333333,1,0,0
0,65.5,65.5,1000.0,141.49,3006873.0,1.0,33,1.0,28,15.267175572519085,1,0,0
1,413.73,57.2,583.0,89.47,900000.0,1.0,31,0.0,29,10.192307692307692,1,0,0
0,62.58,49.49,1375.0,89.62,1320000.0,1.0,30,0.5,26,30.29347213976254,1,0,0
1,66.985,20.0,1250.0,97.22,860000.0,1.0,34,0.0,30,62.5,1,0,0
1,126.48,126.48,2000.0,89.75,428684.0,1.0,52,1.0,48,15.812776723592664,1,0,0
0,94.05,94.05,2500.0,59.23,418331.0,1.0,34,1.0,32,26.581605528973952,1,0,0
0,72.81,72.81,1600.0,84.56,492259.0,1.0,59,1.0,57,21.975003433594285,1,0,0
0,78.47,78.47,2600.0,115.46,1943916.0,0.0,51,1.0,48,33.13368166178157,1,0,0
1,79.69,79.69,1900.0,79.69,1220000.0,1.0,29,1.0,27,23.84238925837621,1,0,0
0,71.8,71.8,400.0,114.24,729792.0,1.0,49,1.0,46,5.571030640668524,1,0,0
1,89.11,89.11,1000.0,101.94,1971999.06,1.0,32,1.0,27,11.22208506340478,1,0,0
0,72.64,72.64,1500.0,80.7,1020000.0,1.0,29,1.0,27,20.64977973568282,1,0,0
0,105.05,20.0,1500.0,112.22,1251471.5,0.0,30,0.0,28,75.0,1,0,0
0,96.99,13.0,1900.0,89.1,722788.0,1.0,41,0.0,37,146.15384615384616,1,0,0
0,87.66,15.0,1000.0,129.25,3451640.31,0.0,26,0.0,22,66.66666666666667,1,0,0
0,73.57,73.57,1800.0,76.16,676419.0,1.0,49,1.0,46,24.46649449503874,1,0,0
1,93.06,93.06,600.0,137.9,2088500.0,1.0,52,1.0,51,6.447453255963894,1,1,0
0,83.03,83.03,2500.0,79.74,1365000.0,1.0,36,1.0,34,30.10959894014212,0,0,0
0,46.39,46.39,166.67,89.38,1000000.0,1.0,25,1.0,21,3.592800172450959,1,0,0
0,67.04,67.04,1700.0,94.26,805000.0,0.0,26,1.0,24,25.357995226730303,1,0,0
0,229.49,229.49,6000.0,137.73,2684828.0,1.0,31,1.0,30,26.14493006231208,1,1,0
1,88.96,88.96,2100.0,82.61,938000.0,1.0,34,1.0,30,23.60611510791367,1,0,0
0,49.15,49.15,4000.0,56.27,1330000.0,1.0,35,1.0,30,81.38351983723297,0,0,0
0,90.12,20.0,500.0,77.72,944276.0,1.0,43,0.0,39,25.0,1,0,0
1,102.82,10.35,995.0,118.89,2651252.0,1.0,30,0.0,28,97.87142033442244,1,0,0
1,105.27,70.15,1287.5,109.18,1068830.0,1.0,33,0.5,28,21.49049117336346,1,0,0
0,56.79,56.79,1200.0,79.83,600000.0,0.0,42,1.0,40,21.130480718436345,0,0,0
0,60.42,60.0,2860.0,133.34,1385317.0,1.0,27,0.0,26,47.66666666666666,0,0,0
0,96.01,96.01,2500.0,135.8,2475496.0,1.0,31,1.0,28,26.03895427559629,0,0,0
0,176.54,176.54,2400.0,117.3,688479.0,1.0,40,1.0,35,13.594652769910503,1,0,0
0,104.04,104.04,1000.0,106.89,600000.0,0.0,31,1.0,29,9.611687812379854,1,0,0
1,84.64,15.0,500.0,53.0,698000.0,1.0,33,0.0,29,33.333333333333336,0,0,0
1,109.3,12.0,600.0,77.64,433617.0,1.0,36,0.0,31,50.0,1,0,0
0,79.0,79.0,850.0,98.03,842169.0,1.0,38,1.0,36,10.759493670886076,1,1,0
1,89.22,89.22,1500.0,76.05,820000.0,1.0,40,1.0,36,16.812373907195695,1,1,0
1,67.89,67.89,2200.0,147.82,3650809.0,1.0,30,1.0,26,32.4053616143762,1,0,0
0,409.5783333333333,409.5783333333333,8191.566666666667,108.85,1175000.0,1.0,48,1.0,44,20.0,1,0,0
1,60.29,60.29,1600.0,91.99,1864544.0,1.0,30,1.0,26,26.538397744236192,1,0,0
1,88.01,88.01,1300.0,83.12,495284.0,0.0,36,1.0,33,14.771048744460856,1,0,0
1,62.66,62.66,2000.0,83.56,881487.26,1.0,30,1.0,26,31.91828917969997,1,0,0
1,131.23,20.0,2800.0,90.33,1360000.0,1.0,36,0.0,32,140.0,1,0,0
0,97.74,97.74,1000.0,109.39,1896494.0,1.0,41,1.0,40,10.23122570083896,1,0,0
0,87.91,8.0,600.0,59.62,983000.0,1.0,28,0.0,25,75.0,1,0,0
0,107.67,107.67,1000.0,91.0,360000.0,0.0,55,1.0,53,9.287638153617534,1,1,0
0,41.8,41.8,500.0,88.22,525085.0,1.0,35,1.0,31,11.961722488038278,1,1,0
1,115.42,20.0,200.0,109.72,751661.0,1.0,39,0.0,35,10.0,1,0,0
0,84.08,84.08,2000.0,139.58,2270967.0,1.0,37,1.0,34,23.78686964795433,1,0,0
0,109.79333333333334,69.77666666666666,2333.333333333333,60.02,1100000.0,1.0,27,0.3333333333333333,23,38.74668613040706,0,0,0
0,62.53,62.53,1800.0,122.86,1790000.0,1.0,36,1.0,33,28.78618263233648,1,1,0
0,76.6,76.6,1400.0,81.13,730819.0,1.0,34,1.0,33,18.27676240208877,0,0,0
0,75.075,75.075,650.0,102.76,550000.0,1.0,37,1.0,35,8.631168923355396,1,1,0
1,68.8,68.8,1000.0,71.07,1050000.0,1.0,28,1.0,25,14.534883720930234,1,0,0
0,97.56,97.56,550.0,86.69,412230.0,0.0,45,1.0,43,5.634692225434889,1,0,0
1,77.87,18.0,400.0,123.54,754582.0,1.0,40,0.0,35,22.22222222222222,1,0,0
1,73.78,30.0,380.0,121.37,1536000.0,1.0,37,0.0,34,12.666666666666666,1,0,0
1,83.33,83.33,2300.0,114.32,3310593.0,1.0,31,1.0,28,27.60110404416177,0,0,0
0,611.83,80.0,550.0,118.27,700000.0,0.0,50,0.0,47,11.25,1,0,0
1,42.6,42.6,800.0,96.03,1003708.0,1.0,44,1.0,42,18.779342723004696,1,0,0
0,70.23,70.23,850.0,81.67,900000.0,1.0,32,1.0,28,12.103089847643457,1,0,0
0,70.35,70.35,900.0,79.65,1050000.0,1.0,27,1.0,23,12.79317697228145,0,0,0
1,228.24,19.4,1090.0,100.67,1100000.0,1.0,31,0.0,29,56.185567010309285,1,0,0
1,62.46,62.46,1388.0,119.72,533728.0,1.0,28,1.0,26,22.222222222222214,1,0,0
0,81.04,81.04,1500.0,59.8,536800.0,1.0,25,1.0,23,18.509378084896348,1,0,0
1,57.79,57.79,2000.0,78.65,664173.0,1.0,31,1.0,28,34.60806367883717,0,0,0
0,78.45,78.45,1400.0,111.83,339248.0,1.0,39,1.0,34,17.84576163161249,1,1,0
0,131.75,131.75,2500.0,92.38,903044.0,1.0,30,1.0,27,18.9753320683112,1,1,0
1,84.58,84.58,1100.0,79.34,1060000.0,1.0,46,1.0,43,13.005438637975882,1,0,0
1,60.63,60.63,1400.0,85.85,341850.0,1.0,37,1.0,33,23.09087910275441,1,0,0
1,301.84000000000003,61.56,3916.5,150.46,2752622.0,1.0,36,0.5,33,135.37115981380916,1,0,0
0,88.95,20.0,500.0,46.99,850000.0,1.0,32,0.0,31,25.0,1,0,0
1,119.51,119.51,3000.0,63.0,500000.0,0.0,37,1.0,34,25.10250188268764,0,0,0
1,46.48,46.48,1700.0,82.31,1560000.0,1.0,35,1.0,34,36.57487091222031,1,0,0
1,62.02,62.02,708.3,52.66,505000.0,0.0,35,1.0,33,11.4205095130603,1,1,0
0,88.51,88.51,1000.0,138.66,816365.0,1.0,45,1.0,44,11.29815840018077,1,1,0
0,80.9,80.9,1000.0,104.52,920000.0,0.0,35,1.0,34,12.360939431396783,0,0,0
1,120.58,120.58,1200.0,125.78,875251.0,1.0,40,1.0,36,9.951899154088572,1,0,0
0,83.49,83.49,2400.0,104.0,670560.0,1.0,37,1.0,33,28.745957599712543,1,0,0
0,133.37,30.0,1000.0,64.73,500000.0,1.0,36,0.0,35,33.333333333333336,1,0,0
0,86.44,86.44,1950.0,104.85,1720000.0,1.0,41,1.0,39,22.559000462748728,1,0,0
1,89.5,89.5,1600.0,148.42,1326671.0,1.0,50,1.0,47,17.877094972067038,1,0,0
0,77.14,77.14,400.0,69.44,170000.0,0.0,55,1.0,53,5.185377236193933,1,1,0
0,88.52,12.0,1000.0,106.98,668630.0,1.0,33,0.0,30,83.33333333333333,1,0,0
1,118.61,118.61,1200.0,96.7,1000000.0,0.0,26,1.0,21,10.11719079335638,1,0,0
1,154.01,14.9,1330.0,184.49,3256259.0,0.0,29,0.0,27,89.26174496644295,0,0,0
0,61.74,51.16,1000.0,65.76,450852.0,1.0,45,0.6666666666666666,42,21.90908109275456,1,0,0
0,107.88,35.0,300.0,90.41,1428000.0,1.0,45,0.0,41,8.571428571428571,0,0,0
0,111.93,111.93,550.0,107.15,761789.0,1.0,30,1.0,27,4.913785401590279,0,0,0
1,124.38,124.38,1200.0,115.72,937332.0,1.0,39,1.0,37,9.64785335262904,1,1,0
0,91.68,47.015,1150.0,73.69,1630000.0,1.0,29,0.5,28,40.11543496370344,1,0,0
1,52.0,15.0,1250.0,129.35,1488903.0,1.0,38,0.0,34,83.33333333333333,1,0,0
0,107.83,107.83,2200.0,84.75,771225.0,1.0,55,1.0,51,20.40248539367523,1,0,0
0,42.75,10.0,1000.0,75.62,513600.0,1.0,41,0.0,38,100.0,1,0,0
0,88.56,88.56,2000.0,116.03,1398869.0,1.0,50,1.0,46,22.58355916892502,1,0,0
1,61.35,61.35,650.0,87.44,646769.0,1.0,35,1.0,32,10.594947025264874,1,0,0
1,89.21,6.8,935.0,48.19,621800.0,1.0,36,0.0,34,137.5,0,0,0
0,86.6,86.6,4000.0,36.22,320000.0,1.0,30,1.0,28,46.18937644341802,1,0,0
0,50.91,50.91,1200.0,73.9,414949.0,1.0,58,1.0,57,23.571007660577493,1,1,0
1,117.43,117.43,8266.666666666666,79.26,1158000.0,1.0,29,1.0,26,70.39654829827698,1,0,0
1,49.31,49.31,450.0,101.37,747705.0,1.0,37,1.0,35,9.125937943621985,1,0,0
1,69.13,69.13,2900.0,137.89,3100000.0,1.0,25,1.0,24,41.949949370750765,1,0,0
1,91.36,91.36,1700.0,106.24,556698.0,1.0,36,1.0,32,18.607705779334506,1,1,0
0,113.81,113.81,950.0,118.16,1180000.0,1.0,42,1.0,38,8.347245409015025,0,0,0
0,85.96,45.0,600.0,100.88,1751982.76,1.0,33,0.0,28,13.333333333333334,1,0,0
1,64.43,64.43,1800.0,52.55,900000.0,1.0,31,1.0,26,27.93729629054788,1,0,0
1,56.39,56.39,1000.0,71.38,684087.0,1.0,34,1.0,33,17.733640716439083,1,0,0
0,81.61,81.61,1400.0,66.87,750000.0,1.0,29,1.0,26,17.154760446023772,0,0,0
1,74.57,25.0,800.0,115.72,855549.0,1.0,41,0.0,39,33.333333333333336,1,0,0
1,119.71,119.71,1750.0,135.98,1997546.2,1.0,40,1.0,39,14.618661765934345,1,0,0
1,178.58,35.0,450.0,109.52,536648.0,1.0,54,0.0,52,12.857142857142858,1,0,0
1,85.79,25.0,265.0,51.13,545000.0,1.0,37,0.0,33,13.0,1,0,0
1,86.15,20.0,1000.0,111.11,1496318.0,1.0,41,0.0,39,50.0,1,1,0
1,43.62,20.0,1000.0,110.77,1290000.0,1.0,24,0.0,21,50.0,1,0,0
0,74.49,18.0,12000.0,119.72,500000.0,0.0,31,0.0,29,666.6666666666666,1,0,0
0,109.63,50.0,1600.0,96.96,620000.0,0.0,46,0.0,45,32.0,1,0,0
0,39.55,39.55,2000.0,77.44,500000.0,0.0,44,1.0,42,50.56890012642226,1,1,0
1,91.95,91.95,1000.0,87.18,350000.0,0.0,46,1.0,44,10.87547580206634,1,0,0
0,83.82,20.0,700.0,80.34,402220.0,1.0,43,0.0,40,35.0,1,1,0
0,47.6,47.6,1400.0,123.16,1450000.0,1.0,32,1.0,28,29.41176470588235,1,0,0
1,49.5,49.5,1300.0,139.44,1456000.0,1.0,32,1.0,28,26.262626262626263,0,0,0
0,80.58,80.58,2300.0,89.12,1230000.0,1.0,36,1.0,34,28.543062794738148,0,0,0
1,79.61,79.61,600.0,101.45,702931.0,1.0,36,1.0,34,7.536741615374953,0,0,0
1,65.81,65.81,1650.0,84.3,1116222.0,1.0,36,1.0,34,25.07217748062605,1,0,0
1,64.01,64.01,2000.0,96.71,1166681.0,1.0,30,1.0,27,31.24511795032026,1,0,0
1,42.59,42.59,1300.0,92.3,1436763.0,1.0,29,1.0,28,30.52359708851843,1,0,0
1,88.53000000000002,12.800000000000002,1490.0,99.49,1556026.1,1.0,27,0.0,25,116.40625,0,0,0
1,86.33,86.33,1000.0,94.97,406322.0,1.0,48,1.0,45,11.583458820803893,1,1,0
0,77.17,77.17,1000.0,70.0,415000.0,1.0,33,1.0,32,12.95840352468576,0,0,0
0,78.59,78.59,1800.0,93.98,420000.0,0.0,34,1.0,30,22.83678750766002,0,0,0
1,38.86,38.86,800.0,76.63,445219.0,1.0,39,1.0,35,20.58672156459084,0,0,0
0,141.52,25.0,1500.0,69.01,367917.0,1.0,32,0.0,28,60.0,0,0,0
1,79.77,79.77,1200.0,76.33,375000.0,1.0,29,1.0,27,15.043249341857845,1,0,0
0,71.64,71.64,800.0,95.54,539886.0,1.0,47,1.0,44,11.166945840312676,0,0,0
1,49.44,20.0,540.0,104.66,908292.0,1.0,51,0.0,49,27.0,1,0,0
1,177.22,127.22,2800.0,92.15,790000.0,1.0,32,0.0,28,22.00911806319761,1,1,0
1,133.7,120.0,3790.0,118.68,3610860.0,1.0,29,0.0,25,31.58333333333333,0,0,0
1,84.28,84.28,2416.6666666666665,128.11,2588849.0,0.0,32,1.0,28,27.60607094687921,1,0,0
1,79.71,10.0,400.0,87.08,600168.0,1.0,29,0.0,27,40.0,0,0,0
0,118.93,118.93,1200.0,104.22,1242822.0,1.0,30,1.0,26,10.089968889262591,1,0,0
1,85.8,85.8,2000.0,107.14,862415.0,1.0,35,1.0,31,23.31002331002331,1,0,0
0,80.54,20.0,700.0,124.83,1160000.0,1.0,28,0.0,25,35.0,1,0,0
0,96.06,96.06,1200.0,107.88,1441391.0,1.0,29,1.0,26,12.492192379762647,1,0,0
0,85.95,85.95,800.0,112.02,552315.0,1.0,48,1.0,44,9.307737056428156,0,0,0
0,87.06,87.06,1500.0,107.44,782496.0,1.0,36,1.0,32,17.22949689869056,1,0,0
1,89.22,13.37,990.0,98.0,1366051.0,1.0,32,0.0,30,74.04637247569185,1,0,0
1,86.25,18.0,900.0,113.75,734071.0,1.0,30,0.0,26,50.0,1,0,0
0,49.48,48.0,2530.0,107.12,902940.0,1.0,32,0.0,31,52.708333333333336,1,0,0
0,80.655,63.48,1100.0,145.49,2400000.0,1.0,37,0.5,34,22.58000372832909,1,0,0
1,89.65,89.65,1200.0,80.02,815000.0,1.0,36,1.0,32,13.385387618516452,0,0,0
1,90.05,90.05,3400.0,110.26,3060707.0,1.0,35,1.0,33,37.756801776790674,0,0,0
1,54.34,54.34,1000.0,106.67,3177800.0,1.0,45,1.0,42,18.40264998159735,1,0,0
0,78.03999999999999,78.03999999999999,858.335,82.06,1560000.0,1.0,34,1.0,30,11.11468161353257,1,0,0
0,84.28,20.0,800.0,32.47,600000.0,1.0,26,0.0,23,40.0,1,0,0
1,170.94,170.94,2500.0,89.82,1164521.0,1.0,43,1.0,42,14.625014625014623,0,0,0
1,83.35499999999999,83.35499999999999,2400.0,143.67,2687978.0,1.0,25,1.0,23,28.660757659142156,0,0,0
1,280.84,30.0,333.0,84.32,389136.0,1.0,46,0.0,43,11.1,1,0,0
1,103.38,8.48,935.0,58.95,595008.0,1.0,39,0.0,37,110.25943396226414,1,1,0
1,92.15,92.15,0.0,78.89,152018.0,0.0,40,1.0,38,0.0,1,1,0
0,66.22,66.22,800.0,91.93,860000.0,1.0,32,1.0,31,12.080942313500453,1,0,0
1,69.37,69.37,2400.0,146.81,3434633.0,1.0,36,1.0,34,34.597088078420065,0,0,0
1,288.0,50.0,1500.0,90.89,619870.0,1.0,43,0.0,38,30.0,1,0,0
0,813.6,36.0,680.0,61.01,790000.0,0.0,37,0.0,33,18.88888888888889,1,0,0
0,79.16,79.16,1500.0,117.74,1147162.7,1.0,33,1.0,32,18.948964123294594,1,1,0
