XB,FWMJ,CZMJ,YZJ,FWMJ.1,FWZJ,SFAJ,Age,RentType,BuyerAge,MonthlyRentUnitArea,In_Province,In_City,Label
1,183.4975,129.455,4443.0,95.07,1478149.0,0.0,36,0.75,31,33.995125744335,1,0,1
1,223.23,223.23,4018.4,109.74,543867.0,1.0,34,1.0,29,18.001164718003853,1,0,1
0,73.72,73.72,600.0,82.84,493137.0,0.0,38,1.0,33,8.138903960933261,1,0,1
0,83.92,16.78,1800.0,87.49,788220.0,1.0,42,0.0,37,107.2705601907032,1,1,1
1,102.68,102.68,1083.0,88.95,421622.0,0.0,47,1.0,42,10.547331515387611,1,0,1
0,113.3,113.3,2300.0,102.81,398000.0,1.0,37,1.0,32,20.30008826125331,1,0,1
0,109.46,25.0,800.0,81.42,401231.0,1.0,34,0.0,29,32.0,1,0,1
1,109.86,109.86,1250.0,117.08,1582055.0,1.0,36,1.0,31,11.378117604223558,1,0,1
0,161.24,161.24,800.0,95.36,483284.0,1.0,37,1.0,32,4.9615480029769286,1,1,1
0,127.92,127.92,4000.0,146.8,1397839.0,0.0,48,1.0,46,31.26954346466541,1,0,1
1,186.26,25.0,500.0,107.99,1134602.0,0.0,36,0.0,31,20.833333333333336,1,0,1
1,99.22666666666667,75.47000000000001,1933.3333333333333,97.88,386064.0,1.0,36,0.6666666666666666,31,27.435438960859617,1,0,1
0,64.66,64.66,700.0,138.54,2590972.0,1.0,29,1.0,24,10.82585833591092,1,0,1
1,67.11,67.11,2100.0,123.99,1256109.5,0.0,33,1.0,28,31.291908806437192,1,1,1
1,29.16,29.16,600.0,55.15,580000.0,0.0,33,1.0,28,20.5761316872428,1,0,1
1,126.45,126.45,1000.0,117.38,1377491.4,0.0,60,1.0,55,7.908264136022143,0,0,1
1,117.3,15.0,200.0,69.7,392000.0,1.0,40,0.0,35,13.333333333333334,0,0,1
0,125.35,40.0,1000.0,77.71,400000.0,0.0,37,0.0,32,25.0,1,0,1
1,118.99,118.99,1833.0,89.66,590637.0,0.0,43,1.0,38,15.715226445598914,1,1,1
1,119.79,119.79,800.0,98.58,702471.0,1.0,47,1.0,42,6.678353785791802,1,0,1
1,55.21,55.21,2500.0,77.02,518000.0,0.0,33,1.0,28,45.28165187466039,0,0,1
0,46.31,46.31,850.0,75.13,269526.0,1.0,42,1.0,38,18.354567048153747,1,0,1
1,70.76,70.76,1200.0,27.29,262245.0,0.0,41,1.0,37,16.958733747880157,0,0,1
1,298.13,20.0,20.0,89.17,322885.0,0.0,47,0.0,43,1.0,1,0,1
1,72.37,72.37,800.0,143.71,761663.0,1.0,39,1.0,34,11.054304269725025,1,0,1
1,618.14,204.08,3500.0,94.43,584447.0,1.0,54,0.6666666666666666,49,19.590031068485747,1,0,1
1,76.41,30.0,200.0,55.09,330000.0,0.0,32,0.0,27,6.666666666666667,1,0,1
0,105.8,40.0,1800.0,76.12,396965.0,1.0,41,0.0,36,45.0,1,0,1
1,123.35,123.35,1200.0,88.27,562332.0,1.0,40,1.0,38,9.728415079043373,1,0,1
0,132.71,36.66666666666666,486.0,96.64,471410.0,1.0,40,0.0,35,18.847619047619048,1,0,1
1,129.34,129.34,3000.0,87.8,395100.0,0.0,47,1.0,42,23.19468068656255,0,0,1
0,86.76,20.0,1200.0,73.06,780000.0,1.0,31,0.0,26,60.0,1,0,1
0,90.72,90.72,800.0,100.86,1097233.0,1.0,37,1.0,32,8.818342151675486,1,0,1
0,73.79,73.79,2000.0,77.72,928965.0,1.0,32,1.0,27,27.10394362379726,1,0,1
0,75.62,20.0,620.0,75.62,660919.0,1.0,35,0.0,30,31.0,1,0,1
1,113.25,113.25,917.0,71.16,350659.0,0.0,38,1.0,33,8.097130242825607,0,0,1
1,124.6,124.6,1000.0,96.39,481339.0,0.0,37,1.0,32,8.025682182985554,1,0,1
1,37.05,18.0,800.0,86.02,393843.0,1.0,38,0.0,33,44.44444444444444,1,0,1
0,115.58,115.58,1500.0,79.18,284802.0,1.0,46,1.0,41,12.978023879563938,1,0,1
0,37.16,37.16,830.0,109.29,591429.0,1.0,31,1.0,26,22.335844994617872,1,1,1
1,49.21,49.21,4166.0,78.62,375490.0,1.0,37,1.0,32,84.65758992074781,1,1,1
0,58.37,58.37,1200.0,56.41,450000.0,0.0,35,1.0,30,20.558506081891384,1,1,1
1,95.555,95.555,2500.0,82.09,955000.0,1.0,38,1.0,34,26.488079390136296,0,0,1
0,76.85,76.85,800.0,69.52,322090.0,1.0,47,1.0,42,10.40988939492518,0,0,1
1,80.3,10.0,500.0,66.79,376221.0,1.0,35,0.0,30,50.0,1,0,1
1,136.66,136.66,3500.0,116.77,1298656.0,1.0,39,1.0,35,25.611005414898287,0,0,1
0,28.2,15.0,75.0,119.67,622325.0,1.0,38,0.0,33,5.0,1,1,1
0,64.08,64.08,1500.0,64.84,434216.0,1.0,37,1.0,33,23.408239700374533,1,0,1
1,76.08500000000001,76.08500000000001,600.0,124.36,619562.0,1.0,48,1.0,45,7.8859211872216255,1,0,1
1,106.42,106.42,1500.0,105.59,665674.0,1.0,29,1.0,24,14.095094906972374,1,0,1
1,46.44,46.44,800.0,100.1,530826.0,1.0,32,1.0,27,17.22652885443583,1,0,1
1,86.78,86.78,850.0,64.74,201903.0,0.0,33,1.0,28,9.794883613735884,1,0,1
0,84.23,84.23,2800.0,112.4,1173560.0,0.0,51,1.0,46,33.24231271518461,1,0,1
1,42.18,42.18,300.0,86.69,463517.0,1.0,37,1.0,32,7.112375533428165,1,1,1
0,98.43,98.43,500.0,129.55,724184.0,1.0,38,1.0,33,5.079752108097124,0,0,1
0,116.54,116.54,3100.0,85.84,1200000.0,0.0,37,1.0,32,26.600308906813108,1,0,1
0,81.23,81.23,1800.0,78.29,491238.0,1.0,33,1.0,30,22.15930075095408,1,0,1
1,123.46,123.46,700.0,77.62,270000.0,0.0,41,1.0,36,5.669852583832821,1,0,1
1,84.87,26.5,800.0,92.07,748470.0,1.0,27,0.0,23,37.19298245614036,1,0,1
0,70.18,70.18,916.6,82.44,419588.0,1.0,34,1.0,30,13.06070105443146,1,0,1
1,68.54,68.54,6000.0,80.22,587673.0,1.0,35,1.0,30,87.54012255617157,1,0,1
1,57.37,57.37,700.0,73.28,439937.0,1.0,34,1.0,29,12.20149904131079,1,0,1
0,113.25,113.25,875.0,94.06,429228.0,1.0,32,1.0,27,7.72626931567329,1,0,1
1,76.92,76.92,1200.0,73.45,445091.0,1.0,37,1.0,32,15.600624024960998,1,0,1
1,52.46,52.46,1400.0,101.47,600000.0,1.0,34,1.0,30,26.68699961875715,1,0,1
1,95.05,30.0,420.0,73.29,321099.0,1.0,42,0.0,37,14.0,1,0,1
0,319.56,30.0,200.0,92.5,417179.0,1.0,37,0.0,32,6.666666666666667,1,0,1
1,104.02,104.02,800.0,114.98,641801.0,1.0,41,1.0,37,7.690828686791002,1,0,1
1,255.2,70.0,250.0,98.88,1143265.0,1.0,36,0.0,33,3.571428571428572,1,0,1
0,57.89,57.89,800.0,79.0,342486.0,1.0,35,1.0,31,13.819312489203664,1,0,1
0,50.92,50.92,1000.0,91.85,368646.0,1.0,41,1.0,37,19.644516047393747,1,0,1
0,366.43,366.43,1667.0,90.77,435371.0,1.0,38,1.0,34,4.5493000027290345,1,1,1
1,87.07,87.07,1000.0,98.64,1324377.0,1.0,56,1.0,52,11.485012059262663,1,0,1
1,48.7,28.0,800.0,91.62,404247.0,1.0,47,0.0,43,28.571428571428573,1,0,1
0,200.72,30.0,300.0,56.99,245383.0,0.0,36,0.0,32,10.0,1,0,1
0,58.84,21.935,1350.0,82.51,490816.0,1.0,35,0.5,31,62.63615416841223,1,0,1
1,39.39,39.39,750.0,72.63,335000.0,1.0,37,1.0,36,19.04036557501904,1,0,1
0,61.38,61.38,883.3,99.28,1128150.0,1.0,35,1.0,31,14.772295351071143,0,0,1
0,88.03,88.03,1500.0,100.71,647570.0,1.0,32,1.0,27,17.03964557537203,1,0,1
0,70.82,35.41,300.0,67.88,277371.0,1.0,41,0.0,36,8.472182999152782,1,1,1
1,121.59333333333332,71.34,2500.0,53.19,486090.0,1.0,48,0.6666666666666666,44,38.40343440930334,0,0,1
0,41.17,41.17,240.0,89.52,510207.0,1.0,33,1.0,28,5.829487490891426,1,0,1
1,109.33,109.33,2000.0,80.14,434338.0,1.0,32,1.0,31,18.29324064758072,1,0,1
1,504.7854545454545,59.28181818181818,3468.1781818181817,124.9,474772.0,0.0,52,0.0,48,59.31820196759825,1,0,1
0,104.02,104.02,800.0,114.98,641801.0,1.0,39,1.0,35,7.690828686791002,1,0,1
0,59.59,59.59,667.0,88.18,469770.0,1.0,34,1.0,30,11.193153213626449,1,0,1
0,127.27,127.27,3500.0,88.97,534790.0,1.0,35,1.0,31,27.50058929834211,1,0,1
1,81.44,10.0,500.0,92.34,540698.0,1.0,30,0.0,26,50.0,1,0,1
1,88.28,15.0,200.0,93.19,515542.0,1.0,36,0.0,32,13.333333333333334,1,0,1
0,275.98,45.0,300.0,90.33,618523.0,1.0,29,0.0,25,6.666666666666667,1,0,1
0,74.75,20.0,200.0,88.59,374584.0,1.0,37,0.0,34,10.0,1,0,1
1,73.86,73.86,3000.0,92.72,578076.0,0.0,30,1.0,26,40.61738424045492,1,0,1
1,106.28,30.0,500.0,39.05,100000.0,0.0,35,0.0,31,16.666666666666668,0,0,1
1,143.96,15.0,300.0,86.31,482991.0,1.0,35,0.0,31,20.0,1,0,1
1,118.27,118.27,858.0,106.26,336200.0,1.0,51,1.0,47,7.2545869620360195,1,0,1
1,79.245,79.245,1850.0,60.55,339737.0,1.0,37,1.0,33,23.03498726621236,1,0,1
1,57.93,57.93,800.0,66.93,474199.0,1.0,32,1.0,28,13.809770412566891,1,0,1
0,118.27,118.27,858.0,106.26,336200.0,1.0,47,1.0,43,7.2545869620360195,1,1,1
1,115.65,10.0,1100.0,98.43,455684.0,1.0,36,0.0,32,110.0,0,0,1
1,39.17,39.17,900.0,81.35,660000.0,1.0,50,1.0,46,22.97676793464386,1,0,1
0,47.29,47.29,2000.0,69.97,400000.0,0.0,58,1.0,54,42.29223937407486,1,1,1
1,86.17,86.17,3000.0,73.63,1880000.0,1.0,37,1.0,33,34.814900777532785,0,0,1
0,48.22,48.22,1500.0,88.28,544217.0,0.0,33,1.0,29,31.107424305267525,1,0,1
0,81.12,81.12,2300.0,136.63,1633412.0,1.0,41,1.0,37,28.353057199211044,1,0,1
0,894.05,60.9,3654.0,74.22,872024.0,0.0,51,0.0,47,60.0,1,0,1
0,103.13,103.13,2100.0,57.61,404500.0,1.0,37,1.0,35,20.362649083680797,1,0,1
0,78.79,28.79,650.0,65.83,495180.0,1.0,32,0.0,29,22.577283779089964,1,0,1
0,320.0,50.0,2600.0,90.97,652388.0,0.0,35,0.0,31,52.0,0,0,1
0,139.06,139.06,500.0,71.46,359782.0,1.0,33,1.0,29,3.5955702574428305,1,0,1
0,744.31,744.31,18500.0,85.79,585025.0,1.0,38,1.0,34,24.855235049912,1,0,1
1,50.68,50.68,1200.0,91.11,598132.0,1.0,34,1.0,30,23.677979479084453,1,0,1
1,94.53,94.53,4200.0,136.33,3091093.0,0.0,43,1.0,39,44.43033957473818,0,0,1
0,70.55,70.55,1400.0,115.35,843244.0,1.0,38,1.0,34,19.844082211197733,1,0,1
1,111.41,111.41,1800.0,135.53,615702.0,0.0,44,1.0,40,16.15653891033121,1,0,1
1,117.47,117.47,5700.0,140.96,742965.0,0.0,45,1.0,41,48.52302715586959,1,0,1
0,72.69,40.0,700.0,90.65,392348.0,1.0,40,0.0,36,17.5,1,0,1
0,58.12,58.12,1400.0,69.89,374402.0,1.0,33,1.0,29,24.08809359944941,0,0,1
1,116.21999999999998,116.21999999999998,3000.0,82.8,314698.0,1.0,43,1.0,39,25.813113061435207,0,0,1
0,53.4,53.4,1400.0,96.73,622087.0,1.0,29,1.0,25,26.21722846441948,0,0,1
0,63.18,63.18,1500.0,74.69,287320.0,1.0,40,1.0,36,23.74169040835708,1,0,1
1,82.6,82.6,2500.0,140.21,1575194.0,1.0,40,1.0,36,30.26634382566586,1,0,1
0,83.98,83.98,277.77777777777777,138.54,3419680.9,0.0,36,1.0,32,3.3076658463655364,0,0,1
1,88.78,88.78,2600.0,77.16,556223.0,1.0,29,1.0,25,29.285875197116468,0,0,1
1,45.0,38.75,950.0,66.51,292877.0,1.0,39,0.75,35,27.36111111111111,1,0,1
1,81.73,81.73,1500.0,62.4,446552.0,1.0,36,1.0,32,18.353113911660344,1,0,1
1,77.79,77.79,1000.0,80.15,368000.0,1.0,28,1.0,24,12.85512276642242,1,0,1
0,71.72,71.72,1500.0,88.37,1520000.0,1.0,30,1.0,26,20.91466815393196,1,0,1
0,75.0,75.0,2000.0,111.57,515480.0,1.0,34,1.0,30,26.666666666666668,1,1,1
1,78.18,20.0,800.0,78.18,353280.0,1.0,38,0.0,37,40.0,1,0,1
0,93.95,30.0,700.0,81.84,381870.0,0.0,41,0.0,37,23.33333333333333,1,0,1
1,83.81,83.81,1500.0,138.2,1699733.0,1.0,34,1.0,30,17.89762558167283,0,0,1
0,92.4775,92.4775,5500.0,91.73,535516.0,1.0,34,1.0,30,65.57031872557803,1,0,1
1,82.52,15.0,400.0,127.01,967153.0,1.0,49,0.0,45,26.666666666666668,1,0,1
0,400.0,100.0,500.0,64.0,529114.0,1.0,48,0.0,44,5.0,1,0,1
0,88.11,5.0,800.0,96.64,504458.0,1.0,34,0.0,30,160.0,0,0,1
0,117.83,117.83,2000.0,87.76,409320.0,1.0,42,1.0,38,16.973606042603752,1,0,1
1,85.23,40.0,600.0,83.52,350700.0,1.0,36,0.0,32,15.0,1,1,1
1,116.9,116.9,1800.0,177.01,1000000.0,0.0,36,1.0,32,15.397775876817793,1,1,1
1,85.54,85.54,1100.0,52.83,393799.0,1.0,53,1.0,49,12.859480944587329,1,1,1
1,71.48,71.48,2500.0,71.51,384885.0,1.0,42,1.0,38,34.974818130945714,1,0,1
1,100.9,100.9,1000.0,93.55,675337.0,1.0,35,1.0,31,9.910802775024775,0,0,1
0,93.03,93.03,1500.0,123.73,639999.0,0.0,36,1.0,32,16.123831022250886,1,0,1
0,117.28,117.28,200.0,81.38,503111.0,1.0,36,1.0,32,1.7053206002728514,1,0,1
1,104.84,40.93,1250.0,104.84,950000.0,0.0,38,0.0,34,30.5399462496946,1,0,1
0,62.4,62.4,1666.6666666666667,62.41,470121.0,1.0,50,1.0,46,26.709401709401718,1,0,1
1,117.13,117.13,2000.0,72.47,282490.0,0.0,29,1.0,25,17.07504482199266,1,0,1
1,83.025,24.5,1500.0,75.8,350000.0,1.0,38,0.0,36,55.60344827586207,1,0,1
1,84.76,84.76,400.0,84.79,360879.0,1.0,44,1.0,40,4.719207173194903,1,0,1
0,78.21,78.21,1200.0,58.03,189120.0,0.0,54,1.0,50,15.343306482546993,1,0,1
1,60.23,60.23,900.0,97.0,555619.0,1.0,37,1.0,33,14.942719574962643,1,0,1
1,71.87,71.87,1600.0,108.26,970345.0,1.0,45,1.0,41,22.26241825518297,0,0,1
1,53.81,53.81,1000.0,99.03,541555.0,1.0,42,1.0,38,18.58390633711206,0,0,1
0,89.24,89.24,1000.0,103.74,684720.0,1.0,30,1.0,26,11.20573733751681,1,0,1
0,75.96,75.96,1400.0,73.68,957000.0,1.0,36,1.0,32,18.43075302790943,1,0,1
0,59.61,59.61,1200.0,78.37,476429.0,1.0,34,1.0,30,20.130850528434827,1,0,1
0,89.45,89.45,1500.0,64.29,289353.0,1.0,42,1.0,38,16.769144773616546,1,0,1
0,68.93,68.93,1000.0,77.87,449932.0,1.0,42,1.0,38,14.507471347744088,1,1,1
1,75.96,75.96,1400.0,73.68,957000.0,1.0,41,1.0,37,18.43075302790943,1,0,1
0,67.03,67.03,1000.0,67.03,369018.0,1.0,43,1.0,39,14.91869312248247,1,0,1
0,172.83,18.0,200.0,109.63,325051.0,0.0,45,0.0,41,11.11111111111111,0,0,1
0,89.76,35.0,1500.0,88.17,1013000.0,1.0,36,0.0,32,42.85714285714285,1,0,1
0,97.25,97.25,800.0,81.54,495907.0,1.0,33,1.0,29,8.226221079691516,1,0,1
1,74.62,74.62,650.0,114.69,526316.0,1.0,34,1.0,30,8.710801393728222,1,0,1
1,76.875,76.875,2075.0,114.48,502083.0,0.0,47,1.0,43,27.030451376873334,0,0,1
1,62.85,62.85,1350.0,112.8,460000.0,1.0,46,1.0,42,21.479713603818617,1,0,1
1,88.14,88.14,700.0,95.01,541454.0,0.0,48,1.0,44,7.941910596777853,1,0,1
1,45.36,45.36,6587.35,85.97,344680.0,1.0,36,1.0,32,145.2251488449631,0,0,1
1,541.24,15.0,150.0,71.84,468123.0,0.0,33,0.0,29,10.0,1,0,1
1,131.85,131.85,1900.0,72.99,452775.0,1.0,37,1.0,33,14.41031475161168,0,0,1
0,84.76,84.76,400.0,84.79,360879.0,1.0,38,1.0,34,4.719207173194903,1,0,1
0,53.81,53.81,1700.0,120.02,2300000.0,1.0,40,1.0,36,31.5926407730905,1,0,1
0,105.19,105.19,1500.0,90.27,337434.0,0.0,37,1.0,33,14.259910637893336,1,0,1
1,49.78153846153846,49.78153846153846,1464.6846153846152,143.05,1350326.0,1.0,41,1.0,37,32.74889736809887,1,0,1
0,47.8,24.8,1000.0,118.9,442877.0,1.0,44,0.0,40,40.32258064516129,1,0,1
0,113.29,113.29,1500.0,88.3,350000.0,1.0,37,1.0,36,13.240356606937944,1,0,1
1,97.67,97.67,2000.0,70.34,670524.0,1.0,33,1.0,29,20.47711682195147,1,0,1
0,88.66,88.66,2650.0,62.27,518000.0,1.0,27,1.0,23,29.328401744047834,1,0,1
0,109.64,109.64,2000.0,46.54,620000.0,1.0,32,1.0,28,18.241517694272165,1,0,1
0,86.69,86.69,1500.0,72.06,368230.0,1.0,31,1.0,27,17.303033798592686,1,0,1
1,58.94,26.0,400.0,84.93,270000.0,0.0,35,0.0,31,16.319444444444443,1,0,1
1,86.21,86.21,100.0,67.76,426668.0,1.0,35,1.0,31,1.159958241503306,1,0,1
1,60.28,60.28,1600.0,88.99,418301.0,1.0,37,1.0,33,26.542800265428003,1,0,1
0,79.26,79.26,1500.0,78.75,726927.0,1.0,40,1.0,36,18.92505677517033,1,0,1
1,91.75,91.75,1000.0,102.88,283991.0,1.0,33,1.0,29,10.8991825613079,1,1,1
1,41.72,41.72,700.0,86.29,584473.0,1.0,42,1.0,38,16.778523489932887,1,1,1
0,78.0,78.0,1600.0,59.01,450000.0,0.0,41,1.0,37,20.512820512820515,0,0,1
0,278.38,30.0,700.0,87.62,450862.0,1.0,41,0.0,37,23.33333333333333,1,0,1
1,151.2,151.2,900.0,80.47,339069.0,1.0,51,1.0,47,5.9523809523809526,1,0,1
0,41.75,41.75,600.0,68.75,351532.0,1.0,37,1.0,33,14.37125748502994,1,0,1
1,57.05499999999999,57.05499999999999,725.0,100.84,460583.0,1.0,38,1.0,34,12.970041642544157,1,0,1
0,94.745,94.745,1850.0,126.98,645000.0,0.0,38,1.0,34,20.551298706332272,0,0,1
0,77.78,77.78,1400.0,86.25,1047143.0,1.0,36,1.0,32,17.99948572897917,1,0,1
1,556.42,50.0,300.0,66.74,441047.0,1.0,49,0.0,45,6.0,1,0,1
0,315.5,191.755,244612.0,83.08,732915.0,1.0,36,0.5,32,3059.199940925977,1,0,1
1,79.26,79.26,1500.0,78.75,726927.0,1.0,40,1.0,36,18.92505677517033,1,0,1
0,64.6,64.6,800.0,79.89,410785.0,1.0,40,1.0,36,12.38390092879257,1,0,1
0,61.34,61.34,800.0,120.87,658108.0,1.0,42,1.0,38,13.042060645582,1,0,1
0,73.16,73.16,2000.0,85.06,483848.0,1.0,38,1.0,35,27.33734281027884,1,0,1
1,85.72,85.72,2500.0,182.75,1515453.0,1.0,44,1.0,40,29.16472235184321,1,1,1
0,83.83500000000001,60.06,1015.0,78.47,381188.0,1.0,38,0.5,34,20.99344732900649,1,0,1
0,360.72,20.0,400.0,125.56,464572.0,1.0,41,0.0,37,20.0,0,0,1
0,116.06,65.75,2000.0,82.18,480562.0,1.0,51,0.0,47,31.650629163582533,1,0,1
1,88.19,88.19,1569.3333333333333,122.86,700000.0,0.0,29,1.0,25,17.53522546002316,1,0,1
1,49.77,49.77,766.6666666666666,78.44,494268.0,1.0,34,1.0,30,15.404192619382492,0,0,1
1,86.63,86.63,1200.0,86.63,535288.0,0.0,30,1.0,26,13.852014313748125,1,0,1
0,40.14,40.14,300.0,91.29,518600.0,1.0,37,1.0,33,7.473841554559043,1,0,1
0,45.63,45.63,1300.0,67.37,341662.0,0.0,36,1.0,32,28.49002849002849,1,1,1
0,60.555,60.555,1750.0,116.18,569822.0,1.0,44,1.0,40,31.091847900424018,1,0,1
0,73.06,73.06,1333.0,139.32,830208.0,1.0,30,1.0,26,18.245277853818777,1,1,1
0,70.67,70.67,1100.0,79.74,271435.0,1.0,37,1.0,33,15.565303523418706,1,1,1
0,89.79,44.89,590.0,79.49,376578.0,0.0,44,0.0,40,13.143239028736913,1,0,1
1,79.33,79.33,1400.0,79.07,353392.0,0.0,28,1.0,24,17.64780032774486,1,0,1
1,63.41,63.41,1700.0,120.88,1900000.0,1.0,46,1.0,42,26.80965147453083,1,0,1
1,1924.98,820.0,7106.0,138.96,1814743.0,0.0,41,0.0,37,8.665853658536586,1,0,1
1,72.395,16.0,800.0,59.31,430697.0,0.0,39,0.0,35,58.18181818181819,1,0,1
0,90.87,90.87,1500.0,142.71,1490744.0,1.0,36,1.0,32,16.50709805216243,1,0,1
0,76.875,76.875,2075.0,114.48,502083.0,0.0,37,1.0,33,27.030451376873334,0,0,1
0,62.01,62.01,1000.0,47.09,277083.0,1.0,33,1.0,29,16.126431220770844,1,0,1
1,89.14,89.14,1400.0,85.91,1037849.0,1.0,40,1.0,36,15.705631590756116,0,0,1
0,81.92,42.43333333333334,766.6666666666666,87.95,440063.0,0.0,47,0.3333333333333333,43,22.7054030585212,1,0,1
1,82.29,82.29,3300.0,87.62,1430000.0,1.0,44,1.0,40,40.10207801676996,1,0,1
0,98.15,98.15,1200.0,94.19,460151.0,1.0,38,1.0,34,12.226184411614874,1,0,1
0,245.52,20.0,500.0,116.11,564307.0,1.0,34,0.0,30,25.0,1,1,1
0,124.13,124.13,650.0,116.78,520000.0,1.0,31,1.0,28,5.2364456618061705,1,0,1
1,141.5,141.5,7.8,97.16,939358.0,1.0,37,1.0,33,0.0551236749116607,0,0,1
0,76.305,76.305,1250.0,52.65,491730.0,1.0,32,1.0,28,20.850204177509926,1,0,1
1,131.71,52.0,1200.0,63.59,960000.0,1.0,33,0.0,29,23.07692307692308,1,0,1
0,117.89,117.89,1250.0,108.46,1444578.8,1.0,41,1.0,37,10.603104589023664,0,0,1
1,84.74,84.74,1700.0,74.23,445579.0,1.0,31,1.0,27,20.06136417276375,1,0,1
0,143.9,143.9,500.0,78.0,240529.0,1.0,34,1.0,30,3.4746351633078527,1,1,1
0,51.945,51.945,600.0,68.89,388054.0,1.0,34,1.0,30,11.484592152511803,1,0,1
0,81.47,40.73,1200.0,103.17,461985.0,1.0,34,0.0,30,29.46231279155414,1,0,1
1,56.49,56.49,500.0,117.35,1106019.0,1.0,42,1.0,38,8.85112409275978,1,0,1
1,45.4,45.4,1200.0,72.24,910000.0,1.0,28,1.0,24,26.431718061674008,1,0,1
0,109.26,109.26,3100.0,98.95,572048.0,1.0,37,1.0,36,28.37268899871865,1,0,1
1,92.89,92.89,1500.0,66.8,384093.0,1.0,39,1.0,35,16.148132199375606,1,0,1
0,68.29,68.29,2000.0,128.72,1785708.0,1.0,37,1.0,33,29.28686484111876,1,1,1
0,63.67,63.67,600.0,118.2,735747.0,1.0,39,1.0,35,9.423590387937804,1,0,1
0,98.84666666666664,98.84666666666664,1400.0,117.06,906980.0,1.0,34,1.0,30,14.125779003004078,1,0,1
1,42.67,42.67,1200.0,110.53,789516.0,1.0,44,1.0,40,28.122802906022965,1,0,1
0,92.16,92.16,1800.0,91.36,362699.0,1.0,35,1.0,31,19.53125,0,0,1
1,113.66,18.6,1285.3333333333333,73.71,365001.0,1.0,36,0.0,34,69.10394265232975,1,0,1
0,84.28,84.28,1800.0,96.19,524243.0,1.0,35,1.0,31,21.357380161366876,1,0,1
0,89.32,89.32,1200.0,88.12,544907.0,1.0,43,1.0,39,13.43484102104792,1,0,1
0,93.44,30.0,2400.0,95.58,411178.0,1.0,41,0.0,40,80.0,0,0,1
0,67.55,67.55,2000.0,86.88,818660.0,1.0,42,1.0,38,29.607698001480387,1,0,1
1,113.13,113.13,2500.0,88.7,1300000.0,1.0,39,1.0,35,22.098470785821625,1,0,1
0,89.12,89.12,600.0,76.95,893359.0,1.0,39,1.0,35,6.732495511669659,1,0,1
0,80.9,9.0,200.0,89.88,365911.0,0.0,34,0.0,30,22.22222222222222,1,0,1
1,261.69,50.0,1500.0,64.57,284671.0,1.0,44,0.0,40,30.0,1,0,1
0,82.61,82.61,2900.0,117.08,1581468.0,1.0,37,1.0,33,35.10470887301779,1,0,1
0,77.63,77.63,1500.0,59.88,584187.0,1.0,40,1.0,36,19.322426896818243,1,0,1
1,96.12,96.12,916.5,103.47,401397.0,1.0,36,1.0,32,9.534956304619223,1,1,1
0,486.0,60.0,416.0,92.12,380405.0,1.0,36,0.0,32,6.933333333333334,1,0,1
0,85.25,85.25,1200.0,74.22,436179.0,0.0,50,1.0,46,14.07624633431085,1,1,1
1,90.36,90.36,1200.0,138.27,1837763.0,1.0,33,1.0,29,13.280212483399737,1,0,1
0,106.75,40.0,200.0,90.29,395007.0,0.0,37,0.0,33,5.0,1,1,1
1,85.39,85.39,1000.0,98.58,351981.0,1.0,43,1.0,39,11.710973181871411,1,0,1
1,181.31,100.0,1500.0,57.53,321478.0,0.0,38,0.0,34,15.0,1,0,1
1,78.91,78.91,850.0,94.74,613303.0,1.0,39,1.0,35,10.771765302243065,1,0,1
0,90.43,90.43,1000.0,77.68,643499.0,1.0,35,1.0,33,11.058277120424638,1,0,1
0,97.205,97.205,3250.0,119.76,668859.0,0.0,50,1.0,46,37.0879295023484,1,1,1
1,98.84666666666664,98.84666666666664,1400.0,117.06,906980.0,1.0,36,1.0,32,14.125779003004078,1,0,1
0,118.08,39.36,2100.0,66.28,357122.0,1.0,30,0.0,26,53.35365853658536,1,0,1
0,70.78,70.78,1000.0,68.06,298739.0,0.0,37,1.0,33,14.128284826222096,1,1,1
1,200.24,50.0,300.0,136.83,1250000.0,1.0,41,0.0,37,6.0,1,0,1
1,104.87,35.0,1500.0,85.79,365402.0,1.0,35,0.0,31,42.85714285714285,1,0,1
0,102.19,102.19,2200.0,89.12,679550.0,1.0,42,1.0,38,21.52852529601722,1,0,1
0,102.15,102.15,800.0,89.91,839759.0,1.0,34,1.0,30,8.34170796103026,1,0,1
0,81.82,40.0,600.0,86.34,481490.0,1.0,35,0.0,31,15.0,1,0,1
0,79.04,79.0,600.0,121.94,500654.0,1.0,34,0.0,30,7.594936708860759,1,1,1
0,80.32,80.32,1000.0,108.28,718984.0,1.0,35,1.0,31,12.450199203187251,1,0,1
1,68.79,66.0,2000.0,87.77,724350.0,1.0,39,0.0,38,30.303030303030305,0,0,1
1,99.06,99.06,1600.0,130.37,2746254.0,1.0,40,1.0,36,16.151827175449224,0,0,1
1,144.92,49.35,400.0,94.67,270000.0,1.0,41,0.0,37,8.10904071773637,0,0,1
0,102.75,102.75,500.0,77.51,154000.0,0.0,30,1.0,26,4.866180048661801,0,0,1
0,134.0,30.0,500.0,123.75,772001.0,1.0,45,0.0,41,16.666666666666668,1,0,1
0,132.78,132.78,2000.0,119.18,1418462.0,0.0,44,1.0,42,15.062509414068384,1,0,1
0,85.26,85.26,1500.0,61.83,445176.0,1.0,38,1.0,34,17.593244194229413,1,0,1
